#! FIELDS nop now file.free der_nop der_now
#! SET min_nop -0.176777
#! SET max_nop 2.16485
#! SET nbins_nop  134
#! SET periodic_nop false
#! SET min_now 3.42213
#! SET max_now 7.61895
#! SET nbins_now  239
#! SET periodic_now false
   -0.176777000    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.159170782    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.141564564    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.123958346    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.106352128    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.088745910    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.071139692    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.053533474    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.035927256    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.018321038    3.422130000   -0.000000000   -0.000000000   -0.000000000
   -0.000714820    3.422130000   -0.000000242   -0.000326018   -0.080623107
    0.016891398    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.034497617    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.052103835    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.069710053    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.087316271    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.104922489    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.122528707    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.140134925    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.157741143    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.175347361    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.192953579    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.210559797    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.228166015    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.245772233    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.263378451    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.280984669    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.298590887    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.316197105    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.333803323    3.422130000   -0.000000000   -0.000000000   -0.000000000
    0.351409541    3.422130000   -0.000000000   -0.000000000   -0.000000000
